id,label,label_id,timestamp,year,month,day,year_month,source_dataset,text
3032,True,0,2023-03-23 15:15:00,2023,3,23,2023-03,baotintuc.vn,"theo công ty phân tích similarweb , việc microsoft corp tích hợp công nghệ của openai vào bing đã thu hút người dùng với công cụ tìm kiếm này và tăng khả năng cạnh tranh với google ,"
1678,False,1,2023-04-09 16:36:00,2023,4,9,2023-04,baochinhphu.vn,"đến năm 2025 , 80 cơ quan báo chí hoàn thành chuyển đổi hoạt động theo mô hình tòa soạn hội tụ một trong những mục tiêu bộ thông tin và truyền thông"
1649,False,1,2023-03-17 16:13:00,2023,3,17,2023-03,baochinhphu.vn,"những người hưởng bhxh 1 lần tập trung đông nhất ở nhóm tuổi từ trên 30 đến đủ 40 tuổi chiếm khoảng 40,4 , nhóm tuổi từ trên 20 đến đủ 30 tuổi đứng thứ 2 chiếm khoảng 37,1 ; nhóm tuổi từ trên 40 tuổi đến đủ 50 tuổi đứng thứ 3 chiếm khoảng 15,4 , nhóm tuổi từ trên 50 tuổi đến đủ 60 tuổi đứng thứ 4 chiếm khoảng 5,8 , nhóm tuổi từ trên 60 tuổi đứng thứ 5 chiếm khoảng 1,1 , thấp nhất là nhóm từ đủ 20 tuổi trở xuống chiếm khoảng 0,3 ."
2191,True,0,2023-03-18 14:14:00,2023,3,18,2023-03,baochinhphu.vn,"mặc dù không ai có thể phủ nhận được công nghệ đã mang tới những tiện ích vượt bậc , nhưng đứng trước sự phát triển mạnh mẽ và rộng lớn của công nghệ thông tin , người làm báo cũng phải đối mặt với không ít thách thức , thời gian thông tin , không gian bao phủ"
88,False,1,2022-08-20 11:03:00,2022,8,20,2022-08,baochinhphu.vn,"ngày 198 , hơn 15.000 người dân cuba đã tới bảo tàng lính cứu hỏa tỉnh matanzas để đặt nến , hoa và ảnh tưởng nhớ 16 người đã hy sinh trong vụ hỏa hoạn xảy ra tại kho chứa nhiên liệu lớn nhất cả nước . vụ hỏa hoạn xảy ra tại kho chứa nhiên liệu bên vịnh matanzas"
2320,False,1,2023-02-09 13:59:00,2023,2,9,2023-02,baochinhphu.vn,"bộ văn hóa , thể thao và du lịch hoàn thiện chiến lược phát triển thể dục thể thao việt nam theo đúng chỉ đạo của bộ chính trị ; tập trung chuẩn bị tốt để tham dự các sự kiện thi đấu thể thao quốc tế trong năm 2023 , trước mắt là sea games 32 ."
1673,True,0,2023-03-29 18:51:43,2023,3,29,2023-03,tienphong.vn,"hình ảnh chưa qua chỉnh sửa của đô mỹ trúc được nhận xét khác một trời một vực so với hình cô tự đăng tải . hot girl này cũng bị cho là tự ý tham gia sự kiện thời trang để gây chú ý . tham gia sự kiện thuộc tuần lễ thời trang tại trung quốc , những tấm ảnh của hot girl đô mỹ trúc nhận được nhiều lời khen ngợi xinh đẹp , cao ráo . tuy nhiên , hình ảnh chưa qua chỉnh sửa của đô mỹ trúc nhanh chóng lan truyền trên mạng xã hội , bóc trần nhan sắc thật của cô ."
1960,False,1,2023-03-31 07:00:00,2023,3,31,2023-03,thanhnien.vn,"bố mẹ đều là chuyên gia hàng đầu tại một tổ chức nghiên cứu quốc tế hiện cô là học sinh lớp 12 trường quốc tế uplands penang , malaysia ."
1608,False,1,2023-03-22 15:52:12,2023,3,22,2023-03,dantri.com.vn,những sự việc xảy ra ngay sau khi shakira chia tay bạn trai gắn bó lâu năm - cựu cầu thủ bóng đá gerard pique - đang thử thách sức chịu đựng của cô .
1767,True,0,2023-03-26 20:49:00,2023,3,26,2023-03,nld.com.vn,"trận chung kết hạng light flyweight 48-52 kg giải vô địch quyền anh nữ thế giới giữa nguyễn thị tâm và võ sĩ chủ nhà ấn độ nikhat zareen diễn ra trong ba hiệp đấu , mỗi hiệp 3 phút nhưng tưởng chừng quá dài đối với đông đảo người hâm mộ việt nam theo dõi trực tiếp cuộc so tài qua sóng youtuber và livestream"
190,False,1,2023-03-31 10:17:00,2023,3,31,2023-03,nld.com.vn,mức lương với các cầu thủ chỉ có cải thiện khi nhà đầu tư hoàn tất thủ tục và bàn giao tài trợ cho đội dù thỏa thuận đôi bên đã hoàn tất nhưng hợp đồng vẫn chưa được ký kết khiến đội gặp khó khăn .
592,False,1,2023-03-05 12:33:00,2023,3,5,2023-03,baochinhphu.vn,"theo kế hoạch của ban tổ chức năm du lịch quốc gia 2023 , lễ khai mạc năm du lịch quốc gia 2023 với chủ đề "" bình thuận hội tụ xanh "" tổ chức vào tối 2532023 . năm du lịch quốc gia 2023 sẽ có hơn 200 sự kiện văn hóa , thể thao và du lịch với quy mô liên tỉnh , quốc gia và quốc tế"
2032,True,0,2023-04-14 14:10:00,2023,4,14,2023-04,baochinhphu.vn,"trình bày tham luận tại hội nghị , bà morgane millon , cán bộ cục ngoại vụ , bộ châu âu và ngoại giao pháp cho biết , nhằm hỗ trợ hợp tác việt nam-pháp , phía pháp đưa ra 2 công cụ , gồm kêu gọi hỗ trợ dự án hợp tác trong nhiều lĩnh vực giữa các địa phương của pháp với các địa phương các nước trên thế giới , và chương trình gắn mác chứng nhận thế mạnh địa phương"
2225,False,1,2023-03-29 20:25:28,2023,3,29,2023-03,nld.com.vn,"sự kiện này dự kiến có sự tham gia của gần 1.000 golfer đến từ nhiều tỉnh , thành phía nam ."
3014,True,0,2023-03-25 07:04:07,2023,3,25,2023-03,vnexpress.net,nguyễn khánh linh em học lớp 12 . việc hạ hạnh kiểm này có ảnh hưởng đến việc xét tuyển đại học của em không ?
2028,False,1,2023-03-29 17:55:00,2023,3,29,2023-03,baotintuc.vn,"bà hoàng thị lệ và ông hồ bình đã bị phạt số tiền 12,5 triệu đồng mỗi người vì đã tự ý chuyển đổi mục đích sử dụng đất rừng sản xuất , hai chủ nhà hàng này đã tự ý chuyển gần 1.200 m2 đất rừng sản xuất để xây dựng hàng loạt công trình trái phép"
1609,True,0,2023-03-27 13:55:35,2023,3,27,2023-03,tienphong.vn,"trong vòng 1,5 tháng trở lại đây có tới gần 1.500 trường hợp người vi phạm nồng độ cồn không chấp hành yêu cầu của lực lượng chức năng , bên cạnh đó , cũng gia tăng các trường hợp chống người thi hành công vụ . theo cục cảnh sát giao thông csgt , bộ công an , chỉ trong vòng hơn 1 tháng trở lại đây , lực lượng csgt toàn quốc xử lý gần 100.000 trường hợp vi phạm nồng độ cồn"
859,True,0,2023-02-28 21:57:15,2023,2,28,2023-02,plo.vn,mai phương đã gửi đến buổi lễ bài hát hai mươi với giọng ca vô cùng ngọt ngào . người đẹp đồng nai còn gửi tặng 10 suất học bổng đến các em học sinh có hoàn cảnh khó khăn .
1872,False,1,2023-03-30 11:34:50,2023,3,30,2023-03,dantri.com.vn,"người này cũng nói rằng , hôm đó ông chia sẻ về hành trình khởi nghiệp của chính mình là không bước qua giảng đường đại học và tuyển 30-40 nhân viên cũng không hoàn toàn dựa vào bằng cấp . theo ông , trường đại học chỉ dạy các bạn 5 năm nhưng trường đời sẽ dạy các bạn rất nhiều ."
2794,False,1,2023-03-10 10:08:05,2023,3,10,2023-03,tuoitre.vn,năm binh sĩ nhân chứng bảo vệ lucien bị phạt tù từ 5 đến 20 năm lucien bị tuyên án tử hình .
478,True,0,2023-03-25 11:19:16,2023,3,25,2023-03,dantri.com.vn,"mỗi lần phương tiện đi qua , bụi bay mù mịt khiến cuộc sống của người dân bị đảo lộn bụi bẩn thường xuất hiện mỗi khi có xe ô tô đi qua hoặc gió lớn ."
3064,True,0,2023-03-28 20:40:00,2023,3,28,2023-03,thanhnien.vn,"buổi nói chuyện vào sáng 28.3 bà nguyễn chi lan chia sẻ về gen alpha trong chương trình b . h . chia sẻ trong buổi nói chuyện , thạc sĩ trần lê quỳnh anh , gen alpha có những điểm khác biệt bởi sự tiến bộ và cởi mở . cần thay đổi hệ thống giáo dục phù hợp với tương lai câu trả lời chuyên gia này đưa ra là giáo dục , kỹ năng sống chủ động , kỹ năng sống và thích nghi với môi trường thay đổi . giúp trẻ phát triển đầy đủ"
1041,True,0,2023-03-29 14:56:40,2023,3,29,2023-03,dantri.com.vn,"nữ diễn viên diện váy chất liệu ren trắng nữ tính , kín đáo , để tóc thẳng dài và trang điểm nhẹ nhàng . khoe nhan sắc trẻ trung , xinh đẹp ."
2837,True,0,2023-03-04 13:05:30,2023,3,4,2023-03,tienphong.vn,"kính viễn vọng hubble đã quay được hình ảnh của đám bụi khổng lồ được tạo ra cho thấy bụi và mảnh vụn bay với tốc độ cao khỏi tiểu hành tinh dimorphos và tiểu hành tinh lớn hơn đồng hành với nó , didymos"
1571,False,1,2023-03-14 19:43:00,2023,3,14,2023-03,baotintuc.vn,"tổng vốn đầu tư của hãng tăng 13 so với kế hoạch trước đây , chủ yếu là phục vụ dự án xây dựng một loạt nhà máy sản xuất pin cũng như mua nguyên liệu thô cho sản xuất pin ."
679,False,1,2023-03-28 15:13:27,2023,3,28,2023-03,tuoitre.vn,"tại buổi họp báo cuối tháng 12-2022 , lãnh đạo c03 cho biết đã khởi tố hai vụ án và 27 bị can liên quan vụ vạn thịnh phát"
2241,False,1,2023-03-19 14:27:01,2023,3,19,2023-03,vnexpress.net,"một xe máy bị hư hỏng nằm cạnh ôtô , một xe khác bị húc văng xa khoảng 3 m . nhiều mảnh vỡ , nón bảo hiểm văng khắp nơi ."
2276,False,1,2023-03-31 12:35:51,2023,3,31,2023-03,tuoitre.vn,"ngày 30-3 , đại bồi thẩm đoàn manhattan quyết định truy tố ông donald trump với các tội danh hình sự không được nêu rõ . tâm trạng của ông trump thay đổi từ lạc quan sang lo lắng về tương lai của mình ."
996,True,0,2023-03-22 19:46:40,2023,3,22,2023-03,tienphong.vn,"công an tỉnh kon tum vừa bắt quả tang hai đối tượng uyên và linh đang khai thác gỗ trái phép tại cánh rừng sản xuất thuộc xã đăk ui , huyện đăk hà"
2266,False,1,2023-03-21 18:41:44,2023,3,21,2023-03,plo.vn,"hội nghị nhằm mục đích chia sẻ , tiếp nhận và tháo gỡ khó khăn , vướng mắc cho doanh nghiệp trong quá trình sản xuất , kinh doanh . qua đó , khuyến khích các doanh nhân , doanh nghiệp vượt qua khó khăn , thách thức , lao động sáng tạo , tạo ra các sản phẩm hàng hóa , dịch vụ có uy tín , chất lượng ."
3068,True,0,2023-03-30 19:43:00,2023,3,30,2023-03,baotintuc.vn,"thủ tướng chính phủ đề ra các định hướng , chiến lược , các giải pháp lớn liên quan đến hội nhập quốc tế ; đề xuất những nhiệm vụ trọng tâm , trọng điểm về hội nhập quốc tế cần tập trung chỉ đạo , điều hành trong từng giai đoạn . theo quyết định số 596 qđ-ttg của thủ tướng chính phủ về việc thành lập ban chỉ đạo quốc gia về hội nhập quốc tế , ban chỉ đạo quốc gia về hội nhập quốc tế có các chức năng và nhiệm vụ giúp chính phủ"
2463,False,1,2023-03-16 15:44:18,2023,3,16,2023-03,plo.vn,"chị thanh hoa tân bình , tp.hcm cho biết , sáng 16-3 chị nhận được tin nhắn từ nhà mạng nhưng chỉ thông báo nội dung xin thông báo các cách cập nhật thông tin thuê bao chính chủ"
2918,False,1,2022-09-12 16:08:00,2022,9,12,2022-09,baochinhphu.vn,"chính phủ đã và đang đưa ra các giải pháp hiểu quả nhằm quản lý các thách thức toàn cầu khác nhau , bao gồm đại dịch covid-19 hành động kịp thời của chính phủ trong việc điều chỉnh giá xăng dầu trong thời gian vừa qua và việc tạm dừng các loại thuế phí mới đã giúp giảm bớt tình hình lo ngại về lạm phát ."
2992,False,1,2022-08-20 11:03:00,2022,8,20,2022-08,baochinhphu.vn,"ngày 198 , hơn 15.000 người dân cuba đã tới bảo tàng lính cứu hỏa tỉnh matanzas để đặt nến , hoa và ảnh tưởng nhớ 16 người đã hy sinh trong vụ hỏa hoạn xảy ra tại kho chứa nhiên liệu lớn nhất cả nước . những người lính cứu hỏa , binh sĩ và cư dân thành phố matanzas tiễn đưa và vinh danh những người đã hy sinh trong vụ hỏa hoạn xảy ra tại kho chứa nhiên liệu bên vịnh matanzas"
264,True,0,2023-03-29 21:54:00,2023,3,29,2023-03,baotintuc.vn,"thông tin từ ban chỉ huy phòng cháy , chữa cháy rừng tỉnh bà rịa - vũng tàu cho biết , đến 16 giờ ngày 293 , lực lượng kiểm lâm phối hợp với lực lượng quân sự , công an và lực lượng tại thành phố bà rịa và thị xã phú mỹ khống chế đám cháy trên khu vực núi dinh ."
2638,False,1,2023-03-07 15:38:00,2023,3,7,2023-03,nld.com.vn,"chiều 6-3 , kết quả xét nghiệm adn xác nhận các phần thi thể được tìm thấy ở tầng trệt ngôi nhà ba tầng thuộc làng lung mei tsuen , quận tai po - đang là hiện trường vụ án - là của người mẫu abby choi thái thiên phượng . nguồn tin cũng cho biết cảnh sát dừng tìm kiếm các phần thi thể còn lại của abby choi tại bãi rác , hiện trường vụ án ."
953,False,1,2023-03-29 12:17:00,2023,3,29,2023-03,baotintuc.vn,"tại hội nghị , phó trưởng ban tổ chức trung ương phan thăng an đã công bố quyết định của ban bí thư về công tác cán bộ . quyết định bổ nhiệm ông vũ thanh mai ương giữ chức phó trưởng ban tuyên giáo trung ương"
1167,False,1,2023-03-25 10:16:06,2023,3,25,2023-03,vnexpress.net,"theo hiến pháp thái lan , ủy ban bầu cử phải tổ chức tổng tuyển cử trong vòng 45-60 ngày sau khi quốc hội giải tán"
2808,True,0,2023-03-26 08:00:00,2023,3,26,2023-03,thanhnien.vn,lễ hội thanh niên lễ hội diễn ra từ ngày 24 - 26.3 được tổ chức trong tháng thanh niên nhằm chào mừng kỷ niệm ngày thành lập đoàn tncs hồ chí minh 26.3
651,False,1,2023-03-18 06:23:10,2023,3,18,2023-03,plo.vn,"cơ quan thẩm tra đề nghị trong quá trình xây dựng dự án luật cần tiếp tục bổ sung đánh giá tác động kỹ hơn đối với các chính sách trong dự án luật , nhất là đánh giá về nguồn lực thực hiện"
2309,True,0,2023-03-01 11:00:00,2023,3,1,2023-03,baochinhphu.vn,"góp phần nâng cao dân trí , phát triển tư duy , khả năng sáng tạo , bồi dưỡng nhân cách , tâm hồn , hình thành lối sống lành mạnh trong hội viên , thanh niên ; tạo sức lan tỏa của văn hóa đọc và phát huy tinh thần xung kích của thanh niên trong phát triển văn hóa đọc trong cộng đồng ; thúc đẩy hình thành xã hội học tập ; xây dựng môi trường giao lưu , chia sẻ và tăng cường khả năng tiếp cận , sử dụng thông tin , tri thức của hội viên , thanh niên . chương trình "" mỗi thanh niên , một cuốn sách làm bạn """
711,False,1,2023-03-13 22:31:00,2023,3,13,2023-03,thanhnien.vn,trung tâm giáo dục nghề nghiệp - giáo dục thường xuyên h . sóc sơn có trách nhiệm điều chỉnh thông tin trong các hồ sơ lưu trữ về kỳ thi tốt nghiệp thpt ngày 2.6.2010 và kỳ thi bổ túc văn hóa ngày 5.6.1995 theo quy định
2122,True,0,2023-03-28 06:51:00,2023,3,28,2023-03,thanhnien.vn,"xem nhanh : ngày 396 chiến dịch , ukraine nói bakhmut "" cần thiết về quân sự "" , nga xác nhận mất tàu đổ bộ "" luận điệu về vũ khí hạt nhân của nga là nguy hiểm và vô trách nhiệm "" , phát ngôn viên nato oana lungescu bình luận ngày 26.3 , đồng thời cho biết nato đang theo dõi sát sao tình hình và vẫn chưa thấy dấu hiệu nào từ phía nga khiến liên minh phải thay đổi đánh giá ."
1062,False,1,2023-03-27 15:02:00,2023,3,27,2023-03,baochinhphu.vn,"hành vi của các đối tượng rất nghiêm trọng , xâm phạm đến quyền trẻ em quá trình điều tra xác minh sự việc , nếu có căn cứ xác định đối tượng đã ép cháu bé 3 tuổi hút ma túy đá thì hành vi của đối tượng đã phạm tội "" cưỡng bức người khác sử dụng trái phép chất ma túy "" được quy định tại điểm c khoản 3 điều 257 bộ luật hình sự 2015 sửa đổi năm 2017 với khung hình phạt tù từ 15 năm đến 20 năm ."
1662,False,1,2023-03-09 17:36:00,2023,3,9,2023-03,baochinhphu.vn,"thứ trưởng thương mại hoa kỳ marisa lago cho biết , chuyến thăm việt nam nhằm trao đổi với các bên liên quan về khuôn khổ kinh tế ấn độ dương-thái bình dương ipef , và các vấn đề hai bên cùng quan tâm như kinh tế số , chuyển đổi số , đảm bảo chuỗi cung ứng , kinh tế xanh , năng lượng tái tạo ."
610,False,1,2023-04-07 18:16:00,2023,4,7,2023-04,baochinhphu.vn,"kim ngạch thương mại hai chiều năm 2022 đạt gần 15 tỷ usd , tăng hơn 17 so với năm 2021 thủ tướng đề nghị malaysia tạo thuận lợi hơn nữa cho hàng hóa , dịch vụ của việt nam tiếp cận thị trường malaysia malaysia tiếp tục là nhà đầu tư lớn thứ 2 trong asean vào việt nam"
22,False,1,2023-03-07 11:22:28,2023,3,7,2023-03,plo.vn,"nhà báo , nghệ sĩ nhiếp ảnh nguyễn hữu thành là nguyên phóng viên ttxvn , trưởng phân xã bình thuận ; phó đại diện báo ảnh việt nam phía nam ; nguyên ủy viên ban chấp hành hội nghệ sĩ nhiếp ảnh việt nam khóa 5 ; ủy viên ban lý luận phê bình hội nghệ sĩ nhiếp ảnh việt nam . anh từng đạt ước hiệu esvapa đóng góp xuất sắc cho nhiếp ảnh việt nam ; efiap nghệ sĩ xuất sắc liên đoàn nhiếp ảnh quốc tế và đoạt nhiều giải thưởng ảnh báo chí , nhiếp ảnh trong nước và quốc tế ."
1637,False,1,2023-03-30 14:42:00,2023,3,30,2023-03,baotintuc.vn,"ban hỗ trợ , tiếp nhận đền bù giải phóng mặt bằng quận tân bình có trách nhiệm thẩm định hồ sơ trình cấp có thẩm quyền phê duyệt và thực hiện chi trả số tiền hỗ trợ cho các công ty theo đúng các mốc thời gian đã thống nhất giữa các bên ."
855,True,0,2023-03-28 10:51:36,2023,3,28,2023-03,dantri.com.vn,"sovico là tập đoàn được vợ chồng tỷ phú nguyễn thị phương thảo thành lập từ thập niên 90 của thế kỷ trước . đến nay , tập đoàn này là một trong những doanh nghiệp lớn"
1337,False,1,2023-03-07 17:48:00,2023,3,7,2023-03,baotintuc.vn,"chương trình sóng và máy tính cho em được thủ tướng phát động kéo dài đến năm 2025 . chương trình giúp các em học sinh , các nhà trường , đặc biệt là các học sinh có hoàn cảnh đặc biệt khó khăn có cơ hội rút ngắn khoảng cách , tiếp cận những giá trị giáo dục tốt hơn ."
1986,False,1,2023-03-22 08:00:44,2023,3,22,2023-03,tienphong.vn,"cô hạnh đã có dấu hiệu của biến chứng thần kinh và biến chứng mắt của tiểu đường nếu cô tiếp tục không kiểm soát tốt chỉ số đường huyết và mỡ máu , tương lai cô sẽ phải đối mặt với nhiều biến chứng nguy hiểm khác của bệnh tiểu đường"
1380,True,0,2023-02-01 15:56:00,2023,2,1,2023-02,baochinhphu.vn,"cục văn hóa cơ sở , bộ văn hóa , thể thao và du lịch đã có văn bản yêu cầu thực hiện chỉ thị số 03 ct-ttg ngày 27 tháng 01 năm 2023 của thủ tướng chính phủ các bộ , ngành , địa phương thực hiện nhiệm vụ trọng tâm sau kỳ nghỉ tết nguyên đán quý mão 2023 ;"
579,False,1,2023-03-19 17:38:35,2023,3,19,2023-03,plo.vn,"có mặt từ rất sớm , bà trần thị hằng 55 tuổi , chủ nhà trọ , ngụ kp1 , phường tam phú , tp thủ đức cùng với một số người bạn đã có những bàn luận sôi nổi về phiên tòa giả định và đặc biệt là vấn đề liên quan đến phòng chống xâm hại trẻ em ."
1888,False,1,2023-03-29 06:26:00,2023,3,29,2023-03,dantri.com.vn,"khánh cùng lên kế hoạch trả thù a khánh tạo tài khoản facebook ảo "" trần thị mỹ hạnh "" để đặt mua chó cảnh từ a . sau đó , khánh lợi dụng thói quen thường xuyên không khóa cửa nhà , dựng xe máy trước sân không rút chìa khóa xe để lén lút giấu ma túy trong nhà , trong cốp xe , trong ví da treo trên chìa khóa xe . ngoài ra , khánh nhờ người trực tiếp giao ma túy giấu trong 2 bịch bánh tráng nhằm tạo nhiều chứng cứ thể hiện a . cố ý tàng trữ trái phép chất ma túy để báo công an đến bắt giữ ."
101,True,0,2023-03-08 11:50:12,2023,3,8,2023-03,tuoitre.vn,"luật đất đai hiện hành không quy định về việc phải xác định ranh giới khu dân cư , khu dân cư hiện hữu . tuy nhiên do đó , quy định của tỉnh gây khó khăn với cả dân và chính quyền địa phương ."
1377,True,0,2023-03-26 09:52:00,2023,3,26,2023-03,thanhnien.vn,"chatgpt đang gây chú ý trong thời gian gần đây thông qua các hình thức quảng cáo của nhà sản xuất ứng dụng open ai . người dùng trao đổi trực tiếp thông qua hình thức hỏi đáp là chính với những cơ sở dữ liệu thu thập được trên internet , mạng xã hội , các trang web kể từ năm 2021 trở về trước ."
1965,False,1,2023-03-07 07:17:03,2023,3,7,2023-03,tuoitre.vn,"đến rạng sáng 7-3 , các nghệ sĩ yêu mến vũ linh vẫn lặng lẽ đến thắp nhang cho người anh , người đồng nghiệp , mong nghệ sĩ vũ linh an yên miền cực lạc ."
2410,False,1,2023-03-21 09:00:32,2023,3,21,2023-03,dantri.com.vn,"người bệnh cũng có thể nhầm lẫn các dấu hiệu này với triệu chứng của bệnh khác như hội chứng đau đầu , rối loạn tiền đình , viêm xoang ... các triệu chứng điển hình hơn của thoái hóa đốt sống gồm : - triệu chứng thoái hóa đốt sống cổ : đau , cứng cổ , khó cử động vùng cổ , gáy ... - triệu chứng thoái hóa đốt sống lưng : đau tại vị trí thoái hóa , nhất là vùng cổ , mông , lưng , đau thắt các cơ , hạn chế vận động , teo cơ , cong vẹo cột sống"
3033,False,1,2023-03-27 15:00:00,2023,3,27,2023-03,thanhnien.vn,khách hàng gửi tiền của svb sẽ tự động trở thành khách hàng của first citizens và 17 chi nhánh của svb sẽ mở cửa trong ngày 27.3 vẫn dưới cái tên ngân hàng thung lũng silicon
2700,True,0,2023-03-24 04:39:00,2023,3,24,2023-03,baotintuc.vn,"bệnh lao do trực khuẩn mycobacterium tuberculosis gây ra , bệnh lây lan khi những người bị bệnh lao phát tán vi khuẩn vào không khí , lao là một bệnh truyền nhiễm , một trong những nguyên nhân hàng đầu của tử vong trên toàn thế giới ."
1305,False,1,2023-03-28 20:40:00,2023,3,28,2023-03,thanhnien.vn,"có sự sáng tạo , linh hoạt và khả năng thích nghi với các công nghệ mới . "" con người công nghệ - người sinh ra và lớn lên cùng công nghệ , là đặc trưng chung của cả gen z và gen alpha ."
1672,True,0,2023-03-26 07:46:00,2023,3,26,2023-03,nld.com.vn,"cụ thể , tại nghệ an đến nay đã có 60 dự án đầu tư , sản xuất - kinh doanh của các dn , nhà đầu tư của tp hcm đầu tư vào tỉnh này với tổng vốn đăng ký 36.619,1 tỉ đồng ; trong đó có 52 dự án còn hiệu lực tổng vốn đăng ký 31.030,1 tỉ đồng"
1476,False,1,2023-03-20 05:59:12,2023,3,20,2023-03,tienphong.vn,kết quả xét nghiệm cấy mẫu cá muối ủ chua do viện pasteur nha trang thực hiện đã xác định clostridium botulinum type e đúng với chẩn đoán ban đầu của ê kíp bác sĩ bệnh viện chợ rẫy .
1728,False,1,2023-03-31 17:06:00,2023,3,31,2023-03,baotintuc.vn,"báo cáo của bộ giao thông vận tải cho hay , 3 tháng đầu năm , ngành giao thông vận tải đã giải ngân khoảng 17.000 tỷ đồng ,"
223,False,1,2022-08-20 11:03:00,2022,8,20,2022-08,baochinhphu.vn,"đại tướng raúl castro và chủ tịch cuba miguel díaz-canel dẫn đầu đội danh dự tang lễ lễ an táng được tổ chức tại nghĩa trang san carlos de matanzas , cách thủ đô la habana 100 km về phía đông"
577,False,1,2023-03-31 15:26:00,2023,3,31,2023-03,baotintuc.vn,"việc ra quyết định truy tố hình sự lần đầu tiên đối với một cựu tổng thống có thể được coi là sự kiện mở "" chiếc hộp pandora "" . quyết định truy tố cựu tổng thống donald trump là một ngày buồn đối với nước mỹ"
508,True,0,2023-03-27 15:00:00,2023,3,27,2023-03,thanhnien.vn,"ngân hàng thung lũng silicon svb , là ngân hàng lớn nhất tại mỹ bị sụp đổ từ cuộc khủng hoảng tài chính toàn cầu năm 2008 ."
768,False,1,2023-03-31 14:33:28,2023,3,31,2023-03,tuoitre.vn,"các bị cáo nguyên là giao dịch viên , kiểm soát viên , thủ quỹ tại hdbank - phòng giao dịch đông sài gòn gồm : phạm thị ngọc toan , phạm thị vân , võ phước hiển , dương hồng nga , nguyễn ngọc ái quyên và tô thị thúy hường cùng lãnh các mức án từ 2 năm 6 tháng tù treo đến 5 năm tù về tội vi phạm quy định về hoạt động ngân hàng , hoạt động khác liên quan đến hoạt động ngân hàng ."
226,False,1,2023-03-18 11:05:51,2023,3,18,2023-03,nld.com.vn,", trong những năm qua , tại trường thpt chu văn an liên tiếp xảy ra những vi phạm về quản lý tài chính , chuyên môn , gây bức xúc cho phụ huynh . từ năm 2020 đến nay , sở gd-đt tỉnh đắk lắk đã phải 3 lần lập đoàn thanh , kiểm tra tại trường thpt chu văn an và chỉ ra hàng loạt vi phạm , khuyết điểm ."
1419,False,1,2023-03-31 20:12:00,2023,3,31,2023-03,baotintuc.vn,"chatgpt chưa có biện pháp nào để xác minh độ tuổi của người dùng ,"
2936,False,1,2023-03-30 11:34:50,2023,3,30,2023-03,dantri.com.vn,"sự việc bắt đầu bằng chia sẻ của một sinh viên trên trang huflit confessions bày tỏ sự bức xúc về vị diễn giả , là giám đốc của một công ty vừa đến trường chia sẻ về chủ đề khởi nghiệp . phản ứng của sinh viên huflit về diễn giả về trường nói chuyện kéo theo tranh cãi dữ dội bài chia sẻ này của sinh viên này thu hút rất nhiều người quan tâm , nhiều sinh viên của trường bày tỏ sự bức xúc trước nội dung chia sẻ của vị giám đốc trong chương trình trên . lời than phiền của sinh viên này không nhắc đến tên đến vị diễn giả"
1466,False,1,2023-03-22 17:31:00,2023,3,22,2023-03,baotintuc.vn,"đây là bệnh truyền nhiễm cấp tính đặc biệt nguy hiểm , có tỷ lệ tử vong đến 88 . bệnh do virus marburg gây ra ."
927,True,0,2023-03-16 15:30:00,2023,3,16,2023-03,vnexpress.net,ít nhất 148 người thiệt mạng do bão freddy và 19 người mất tích freddy nhiều khả năng phá vỡ một số kỷ lục từ khi hình thành vào đầu tháng 22023 .
641,True,0,2023-03-24 21:58:51,2023,3,24,2023-03,tienphong.vn,việc xin đăng cai world cup đã được các bộ trưởng ngoại giao asean thảo luận asean sẽ nộp hồ sơ đăng cai world cup 2034 vào năm 2026
1707,True,0,2023-03-22 04:44:00,2023,3,22,2023-03,nld.com.vn,"hậu quả khôn lường theo quyết định số 592016 qđ-ttg được thủ tướng chính phủ nguyễn xuân phúc ban hành ngày 31-12-2016 , danh mục bí mật nhà nước độ tối mật trong ngành giáo dục và đào tạo gd-đt gồm đề thi chính thức , đề thi dự bị , đáp án , thang điểm bài thi , địa điểm ra đề thi , địa điểm sao in đề thi và các tài liệu liên quan đến các kỳ thi thpt quốc gia , thi chọn học sinh giỏi các cấp , thi chọn đội tuyển olympic quốc tế và khu vực , thi tốt nghiệp , thi tuyển sinh và thi hết môn các cấp học , bậc học , ngành học , trình độ đào tạo chưa công bố ."
1143,False,1,2023-02-18 09:07:19,2023,2,18,2023-02,dantri.com.vn,"theo bộ trưởng bộ tài chính hồ đức phớc , thời gian qua , nhiều doanh nghiệp bất động sản được cấp phép triển khai nhiều dự án quy mô vượt nhiều lần so với năng lực tài chính dẫn tới nhiều rủi ro . phát biểu tại hội nghị trực tuyến toàn quốc "" tháo gỡ và thúc đẩy thị trường bất động sản phát triển an toàn , lành mạnh , bền vững "" diễn ra ngày 172 ,"
538,False,1,2023-03-28 21:42:05,2023,3,28,2023-03,dantri.com.vn,"năm 2017 , dự án tiếp tục được tái khởi động quy mô nền đường từ 160 m xuống 95 m . tổng kinh phí dự án từ 4.157 tỷ xuống còn gần 3.500 tỷ đồng ."
